ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh
,f0413801,CN,CN-FJ,Guedin Windfarm,33,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0413801,4452,150496,719.9916666666670,204448,354912,321896.5708399410,21.355389457120400
,f0417918,CN,CN-FJ,Guedin Windfarm,23,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0417918,4429,92064,719.9916666666670,285504,377536,370193.73539045600,15.158057065134700
,f0419945,CN,CN-ZJ,Guedin Windfarm,193,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0419945,4236,977600,719.9916666666670,882240,1859776,1227927.8565724100,128.29079047281000
,f0421858,CN,CN-XX,Guedin Windfarm,8,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0421858,4228,31264,719.9916666666670,83552,114784,101565.60071297100,4.855673037120910
,f0422229,CN,CN-NM,Guedin Windfarm,81,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0422229,4147,375040,719.9916666666670,544128,919104,834332.8144075760,53.60684448887300
,f0427393,CN,CN-XJ,Guedin Windfarm,20,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0427393,4127,107264,719.9916666666670,64,107264,20311.452864037800,12.69346586760800
,f0427989,CN,CN-CQ,Guedin Windfarm,784,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0427989,3343,4188640,719.9916666666670,622720,4811328,2972948.85987105,522.0217312554650
,f0432329,CN,CN-GZ,Guedin Windfarm,253,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0432329,3090,1316224,719.9916666666670,639872,1956096,1264655.212768660,168.0319848247290
,f0432345,CN,CN-GD,Guedin Windfarm,105,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0432345,2985,485984,719.9916666666670,802944,1288928,1104531.8357851400,69.74742570788790
,f0432382,CN,CN-GZ,Guedin Windfarm,8,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0432382,2977,38912,719.9916666666670,9472,48320,31228.62662762300,4.893156187073340
,f0432594,CN,CN-HA,Guedin Windfarm,85,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0432594,2892,445248,719.9916666666670,137376,582624,368020.87135267700,56.11880558204710
,f0433688,CN,CN-BJ,Guedin Windfarm,70,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0433688,2822,368416,719.9916666666670,59808,428224,301484.48495931800,46.39831588789260
,f0435140,CN,CN-JS,Guedin Windfarm,8,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0435140,2814,38656,719.9916666666670,6336,44928,25514.029375340000,4.794382815519260
,f0437246,CN,CN-ZJ,Guedin Windfarm,2,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0437246,2812,5824,719.9916666666670,1760,7552,5097.380478940730,0.7374804025575960
,f0440919,CN,CN-NM,Guedin Windfarm,6,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0440919,2806,30496,719.9916666666670,64,30560,27832.775842313000,3.875438218160010
,f0447181,CN,CN-SD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0447181,2803,13120,719.9916666666670,1344,14464,8857.410664475280,1.6296236944414500
,f0449296,CN,CN-FJ,Guedin Windfarm,136,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0449296,2667,727360,719.9916666666670,90688,817984,474583.2639729630,90.14578254760400
,f0452808,CN,CN-HA,Guedin Windfarm,42,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0452808,2625,224640,719.9916666666670,19392,244032,154856.925658862,27.941020785748600
,f0456374,CN,CN-BJ,Guedin Windfarm,169,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0456374,2456,900672,719.9916666666670,150656,1051008,643414.3276658300,112.29907450181600
,f0456740,CN,CN-XJ,Guedin Windfarm,51,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0456740,2405,240192,719.9916666666670,268384,508544,478305.5463141930,33.65491435410270
,f0456741,CN,CN-XJ,Guedin Windfarm,61,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0456741,2344,322432,719.9916666666670,68672,391040,219525.01635435600,40.0713392723971
,f0460078,CN,CN-SH,Guedin Windfarm,155,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0460078,2189,813440,719.9916666666670,88960,902272,708560.7861202100,102.96313614626500
,f0461752,CN,CN-XJ,Guedin Windfarm,81,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0461752,2108,431808,719.9916666666670,13760,445568,317539.060405791,53.948988349065300
,f0465477,CN,CN-SD,Guedin Windfarm,180,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0465477,1928,982272,719.9916666666670,64576,1046848,458767.0186923480,119.53717485953500
,f0469055,CN,HK,Guedin Windfarm,121,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0469055,1807,661824,719.9916666666670,64,661824,312960.12370513700,80.58700952471020
,f0471007,CN,CN-XJ,Guedin Windfarm,53,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0471007,1754,283904,719.9916666666670,128,283904,186067.98467574900,35.19581458950540
,f0471691,CN,CN-FJ,Guedin Windfarm,684,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0471691,1070,3684160,719.9916666666670,10368,3694464,2333205.174319150,455.74510688719700
,f0478563,CN,CN-XX,Guedin Windfarm,183,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0478563,887,968320,719.9916666666670,32,968320,771013.6063611870,121.69174500353100
,f0485876,CN,CN-JL,Guedin Windfarm,458,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0485876,429,2513536,719.9916666666670,64,2513536,1089956.5256079300,304.8687164764790
,f0492360,CN,CN-XX,Guedin Windfarm,13,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0492360,416,66016,719.9916666666670,32,66016,43482.28030417020,8.186669081709260
,f0492474,CN,CN-SN,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0492474,415,4960,719.9916666666670,32,4960,1410.4585469739200,0.5926543758214910
,f0494603,CN,CN-FJ,Guedin Windfarm,57,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0494603,358,313856,719.9916666666670,64,313856,99166.32553617520,37.62148247710010
,f0497031,CN,CN-JX,Guedin Windfarm,12,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0497031,346,66112,719.9916666666670,64,66112,23979.063461382600,7.962101018044370
,f0497636,CN,CN-HL,Guedin Windfarm,2,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0497636,344,9888,719.9916666666670,32,9888,2605.246079237030,1.1789886287935700
,f0498868,CN,CN-JS,Guedin Windfarm,44,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0498868,300,241408,719.9916666666670,32,241408,105088.36148566500,29.28546249031970
,f0500878,CN,CN-BJ,Guedin Windfarm,29,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0500878,271,160576,719.9916666666670,64,160576,47020.43458836320,19.20311948695030
,f0503420,CN,CN-BJ,Guedin Windfarm,79,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0503420,192,439680,719.9916666666670,64,439680,109883.24216715500,52.35288053330700
,f0504985,CN,CN-JS,Guedin Windfarm,110,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0504985,82,604096,719.9916666666670,64,604096,222263.08434125400,72.79154237925730
,f0505593,CN,CN-BJ,Guedin Windfarm,35,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0505593,47,189056,719.9916666666670,64,189056,70737.78465028530,22.794863316134600
,f0506630,CN,CN-SD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0506630,44,16704,719.9916666666670,64,16704,4140.740517830070,1.9885429737603400
,f0508892,CN,CN-BJ,Guedin Windfarm,4,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0508892,40,19456,719.9916666666670,64,19456,2842.189932753850,2.292218803321300
,f0509062,CN,CN-BJ,Guedin Windfarm,15,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0509062,25,78976,719.9916666666670,192,78976,39846.740448384800,9.646739466123840
,f0511732,CN,CN-XJ,Guedin Windfarm,25,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0511732,0,462528,719.9916666666670,64,462528,171087.54906885500,55.744084550201700
,f03000,CN,CN-SC,Guedin Windfarm,29,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03000,57171,18624,2951.991666666670,343264,361824,344815.83735274800,19.24747789478670
,f010493,CN,CN-SH,Guedin Windfarm,19,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010493,57152,0,2951.991666666670,244832,244832,244832.00000000000,12.13180735116200
,f010498,CN,CN-GD,Guedin Windfarm,19,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010498,57133,0,2951.991666666670,247584,247584,247584.00000000000,12.26817324218280
,f010505,CN,CN-HB,Guedin Windfarm,22,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010505,57111,0,2951.991666666670,285728,285728,285728.00000000000,14.158267917726500
,f010513,CN,CN-CQ,Guedin Windfarm,22,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010513,57089,0,2951.991666666670,286432,286432,286432.00000000000,14.193152215429500
,f014386,CN,CN-SC,Guedin Windfarm,394,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f014386,56695,0,2951.991666666670,5290336,5290336,5290336,262.14439768868900
,f017242,CN,CN-GD,Guedin Windfarm,2635,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f017242,54060,12828320,2951.991666666670,2444928,15265056,5407191.731684010,1756.6615269875000
,f019099,CN,HK,Guedin Windfarm,10,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f019099,54050,0,2951.991666666670,128864,128864,128864.00000000000,6.3854121295424700
,f025017,CN,CN-AH,Guedin Windfarm,137,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f025017,53913,0,2951.991666666670,1839456,1839456,1839456.0000000000,91.14791294822200
,f034047,CN,CN-ZJ,Guedin Windfarm,20,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f034047,53893,0,2951.991666666670,264800,264800,264800,13.121252886010400
,f034567,CN,CN-GD,Guedin Windfarm,49,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f034567,53844,0,2951.991666666670,657632,657632,657632.0000000000,32.58669100427800
,f034581,CN,CN-GD,Guedin Windfarm,358,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f034581,53486,1414816,2951.991666666670,827872,2242688,1501929.5147513400,238.61236923545
,f034658,CN,CN-GD,Guedin Windfarm,392,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f034658,53094,1696128,2951.991666666670,941568,2637696,1298970.320670510,261.2016869032720
,f034707,CN,CN-SD,Guedin Windfarm,2132,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f034707,50962,8125504,2951.991666666670,8433696,16559200,9651668.055883170,1421.2200733627100
,f035436,CN,CN-XX,Guedin Windfarm,39,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f035436,50923,0,2951.991666666670,522720,522720,522720,25.9015910444689
,f039515,CN,CN-CQ,Guedin Windfarm,199,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f039515,50724,0,2951.991666666670,2670944,2670944,2670944,132.3494398352430
,f040218,CN,CN-JS,Guedin Windfarm,145,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f040218,50579,506304,2951.991666666670,502176,1008480,763438.2357222100,96.58614243328640
,f040332,CN,CN-GD,Guedin Windfarm,529,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f040332,50050,1472128,2951.991666666670,3270848,4742976,3664924.16764954,352.4431854446400
,f042540,CN,CN-XJ,Guedin Windfarm,1177,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f042540,48873,4703232,2951.991666666670,2237280,6940480,4814972.642357260,784.3995525542890
,f042558,CN,CN-XJ,Guedin Windfarm,1283,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f042558,47590,5145792,2951.991666666670,2460096,7605856,5197961.128932710,854.7363244645080
,f042635,CN,CN-XJ,Guedin Windfarm,202,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f042635,47388,0,2951.991666666670,2709824,2709824,2709824,134.2760044583850
,f044160,CN,CN-GD,Guedin Windfarm,34,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f044160,47354,0,2951.991666666670,456800,456800,456800.00000000000,22.635152259552700
,f045505,CN,CN-NM,Guedin Windfarm,1,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f045505,47353,256,2951.991666666670,5760,5984,5806.366797557580,0.31742333250459000
,f047666,CN,CN-HL,Guedin Windfarm,40,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f047666,47313,140672,2951.991666666670,131616,272256,204716.5780842880,26.46901354406830
,f047843,CN,CN-FJ,Guedin Windfarm,735,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f047843,46578,834400,2951.991666666670,7525216,8359616,7931282.9625647900,489.83957117888100
,f047868,CN,CN-FJ,Guedin Windfarm,279,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f047868,46299,851456,2951.991666666670,1463296,2314752,1749098.2399566300,185.48202775991200
,f048135,CN,CN-CQ,Guedin Windfarm,154,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f048135,46145,216384,2951.991666666670,1502464,1718848,1556135.9078814000,102.22032735578300
,f048968,CN,CN-SC,Guedin Windfarm,333,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f048968,45812,0,2951.991666666670,4478656,4478656,4478656,221.9243880870390
,f050022,CN,CN-SH,Guedin Windfarm,34,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f050022,45778,43648,2951.991666666670,322240,365888,353405.9333274990,22.57716615317290
,f052447,CN,CN-XJ,Guedin Windfarm,133,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f052447,45645,0,2951.991666666670,1786880,1786880,1786880.0000000000,88.54269016976700
